"price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15","yr_sold","mn_sold","day_sold","id"
430000,6,3,2630,8800,1,0,0,3,7,1610,1020,1959,0,98125,47.7166,-122.293,1220,1173,"2014","07","23",1987
1600000,3,4.25,2820,7200,2,0,0,4,10,2460,360,1930,0,98112,47.6298,-122.29,3300,7522,"2014","06","28",1988
627500,4,1,1560,4080,1.5,0,0,3,7,1560,0,1923,0,98103,47.6711,-122.331,1890,4080,"2014","10","01",1989
335000,4,2.5,2330,7050,2,0,0,3,8,2330,0,1998,0,98178,47.5001,-122.231,1810,5424,"2014","11","24",1990
299000,3,1.75,1730,14270,1,0,0,3,7,1730,0,1959,0,98065,47.5318,-121.833,1600,11232,"2014","07","25",1992
399950,4,2.5,3110,5868,2,0,0,3,8,3110,0,2001,0,98042,47.3781,-122.126,2950,5924,"2015","04","14",1993
322000,3,1,1230,9660,1,0,0,3,7,1230,0,1968,0,98053,47.6829,-122.06,1380,10125,"2015","03","25",1994
307000,3,1.75,1890,13860,1,0,0,5,7,1890,0,1966,0,98042,47.4156,-122.149,1500,14536,"2014","05","08",1996
194000,3,1.5,1010,5000,1,0,0,3,6,1010,0,1943,0,98178,47.4925,-122.278,980,5000,"2014","11","05",1997
180000,3,1,1010,8581,1,0,0,4,6,1010,0,1920,0,98002,47.3043,-122.216,1060,10354,"2014","11","14",1998
470450,2,1,1010,3400,1,0,0,3,7,1010,0,1921,0,98103,47.6711,-122.329,1800,3600,"2014","09","24",2001
280000,3,2.5,1650,6000,2,0,0,3,7,1650,0,1990,0,98030,47.36,-122.194,1750,6000,"2015","01","27",2002
830000,3,2.5,2760,11287,2,0,3,3,10,2000,760,1991,0,98028,47.739,-122.264,2760,13719,"2014","10","22",2005
625000,3,1.75,1660,4800,2,0,0,3,7,1660,0,1906,2014,98112,47.6296,-122.308,1660,4800,"2014","10","01",2007
1020000,4,2.5,2960,4760,2,0,0,3,8,2160,800,1900,0,98102,47.6367,-122.318,1600,4760,"2015","03","04",2008
463500,1,1,1090,8750,1,0,0,4,6,1090,0,1924,0,98118,47.54,-122.269,1830,5000,"2014","09","30",2009
485000,3,2.5,3110,9015,2,0,0,3,9,3110,0,1990,0,98058,47.4369,-122.147,2650,8960,"2014","09","05",2010
272000,3,2,1380,7476,1,0,0,3,7,1380,0,1989,0,98001,47.3336,-122.272,1600,7227,"2014","06","17",2011
305000,2,1,1290,3140,2,0,0,3,7,1290,0,2008,0,98053,47.6971,-122.026,1290,2628,"2014","12","17",2012
760000,3,2.5,1980,13964,1,0,0,5,7,1980,0,1959,0,98040,47.571,-122.227,2040,13964,"2014","06","26",2013
352000,4,2.5,2470,5015,2,0,0,3,8,2470,0,2004,0,98038,47.3457,-122.041,2470,5100,"2014","09","08",2015
507000,3,1.75,2140,40098,1,0,0,5,8,1490,650,1950,0,98058,47.4296,-122.111,2220,35371,"2014","07","09",2016
580000,3,3.25,1490,857,3,0,0,3,8,1220,270,2001,0,98102,47.6357,-122.324,1550,1092,"2014","11","18",2018
835000,5,4,3600,14720,1,0,2,5,8,1800,1800,1960,0,98034,47.7022,-122.227,3600,15358,"2014","07","24",2021
340000,4,2.5,2380,7850,2,0,0,3,8,2380,0,1995,0,98055,47.4356,-122.201,1940,7334,"2014","12","05",2022
329350,2,1,720,6687,1,0,0,3,6,720,0,1942,0,98117,47.7001,-122.362,840,6687,"2014","05","06",2023
1480000,3,3.5,4070,26000,2,0,0,3,11,4070,0,1991,0,98033,47.659,-122.174,3770,26000,"2014","07","28",2024
475000,3,1,1250,150117,1,0,0,3,7,1250,0,1975,0,98075,47.5956,-122.009,3060,50055,"2015","03","25",2025
719950,3,2.25,2190,2416,3,0,0,3,8,2190,0,2014,0,98117,47.6758,-122.38,1510,3615,"2014","11","18",2026
875000,3,1.5,2440,5750,1,0,0,3,8,1320,1120,1939,0,98115,47.6991,-122.296,2160,6820,"2015","03","31",2028
380000,4,1.75,1740,9150,1,0,0,3,7,1740,0,1974,0,98188,47.4498,-122.28,1540,9147,"2015","04","21",2029
475000,4,2.5,2120,57050,2,0,0,3,9,2120,0,1989,0,98072,47.7611,-122.128,3320,39082,"2014","08","19",2031
152900,1,1,900,4368,1,0,0,5,6,900,0,1915,1950,98022,47.2107,-121.99,1290,5000,"2015","03","24",2032
350000,4,1,1010,6000,1,0,0,3,6,750,260,1925,0,98136,47.5518,-122.383,1450,6000,"2014","09","26",2034
505000,3,2.5,2100,17882,2,0,0,4,8,2100,0,1985,0,98059,47.4754,-122.119,2080,16686,"2015","03","23",2035
464900,4,2.25,2020,8424,1,0,0,4,7,1380,640,1979,0,98034,47.7262,-122.233,2030,7236,"2014","06","27",2036
369950,2,2.75,1370,1140,2,0,0,3,8,1080,290,2009,0,98133,47.7053,-122.342,1370,1090,"2015","05","04",2038
320000,3,2.5,1530,2890,2,0,0,3,7,1530,0,2001,0,98108,47.5434,-122.293,1540,2890,"2015","04","29",2040
340000,4,2.25,2530,24700,2,0,0,3,7,2530,0,1974,0,98031,47.3939,-122.177,2650,24700,"2014","09","03",2042
440000,2,1.5,1010,1968,1.5,0,0,5,5,1010,0,1906,0,98107,47.6757,-122.385,1760,4200,"2014","05","19",2043
219950,3,1,1200,7727,1,0,0,4,7,1200,0,1959,0,98022,47.2021,-121.999,1300,7718,"2015","04","02",2044
940000,4,3,2720,11740,1,0,0,5,9,2720,0,1957,0,98040,47.5833,-122.242,2640,11740,"2014","09","15",2045
1570000,3,2.75,2340,8828,1,0,0,4,9,2340,0,1954,0,98112,47.632,-122.289,3480,8526,"2015","01","02",2047
528000,4,1.75,1860,9750,1,0,0,3,7,1460,400,1969,0,98034,47.7097,-122.202,1900,8913,"2015","04","01",2048
272000,3,2.5,1790,6371,2,0,0,3,8,1790,0,1998,0,98092,47.3291,-122.168,1850,6371,"2014","07","23",2052
380000,4,1.75,1720,9600,1,0,0,4,8,1720,0,1969,0,98059,47.4764,-122.155,1660,10720,"2015","04","28",2053
349000,4,2.5,2190,7294,2,0,0,3,8,2190,0,2003,0,98023,47.2923,-122.357,2240,7379,"2015","04","15",2056
320000,2,1,710,5200,1,0,2,4,6,710,0,1942,0,98126,47.5376,-122.371,1610,5200,"2014","09","29",2057
319990,4,1.5,1890,10707,1,0,0,3,7,1890,0,1962,0,98148,47.428,-122.326,1610,8827,"2014","07","25",2058
439900,2,2,1410,12282,1.5,0,0,5,8,1410,0,1909,1988,98024,47.5242,-121.926,1410,8931,"2014","06","02",2059
429000,3,3.25,2210,3600,2,0,0,3,8,1820,390,1995,0,98125,47.7031,-122.279,2010,6690,"2014","08","11",2060
272500,3,2,1540,6250,1,0,0,3,7,1540,0,1998,0,98038,47.3539,-122.025,2070,6250,"2014","07","30",2061
4e+05,4,2,1350,7255,1,0,0,4,7,1350,0,1959,0,98125,47.7287,-122.31,1050,7288,"2014","09","16",2062
462000,5,2,1380,4300,1.5,0,0,3,7,1380,0,1916,0,98103,47.6647,-122.337,1830,3800,"2015","04","02",2063
460000,3,2.5,1730,8490,1,0,0,3,7,1210,520,1969,0,98034,47.7187,-122.219,1870,7400,"2014","06","26",2067
632500,4,2.5,2090,10306,2,0,0,3,10,2090,0,1986,0,98074,47.6304,-122.051,2660,11481,"2014","06","20",2068
437000,3,2.25,1130,1221,2,0,0,3,8,1030,100,2004,0,98117,47.6799,-122.375,1300,5000,"2014","08","01",2070
370000,6,2.75,3240,5750,1,0,0,4,6,2160,1080,1950,0,98002,47.3054,-122.221,1230,5750,"2015","05","05",2071
884250,4,2.5,3840,12151,2,0,0,3,10,3840,0,1998,0,98075,47.5953,-121.986,3560,11044,"2015","04","17",2072
225000,3,1,1200,9936,1,0,0,4,6,1200,0,1969,0,98038,47.3609,-122.029,1200,10189,"2014","06","03",2073
235000,2,1,870,5000,1,0,0,3,6,870,0,1949,0,98126,47.5186,-122.375,820,5000,"2014","08","05",2074
767500,6,3.5,2410,6000,2,0,4,3,9,2220,190,1916,1990,98136,47.54,-122.382,1980,6000,"2014","07","20",2075
1200000,3,1.75,1560,8078,1.5,1,4,4,6,1560,0,1928,0,98040,47.5779,-122.246,2890,16710,"2014","05","12",2076
715000,3,2.5,2410,46609,2,0,0,3,9,2410,0,1989,0,98053,47.6789,-122.048,3370,40072,"2014","12","15",2077
199000,3,1,1390,12145,1,0,0,4,7,1390,0,1964,0,98042,47.4225,-122.15,1030,10800,"2014","07","18",2079
875000,5,2.5,2920,5568,2,0,0,3,8,2320,600,1906,0,98112,47.6265,-122.312,2970,5568,"2014","06","05",2080
192500,2,1,950,7692,1,0,0,3,6,950,0,1926,0,98168,47.4909,-122.298,1820,8221,"2014","05","20",2082
822500,3,2.5,3090,7708,2,0,0,3,10,3090,0,1999,0,98052,47.6868,-122.108,3140,8592,"2015","02","10",2083
8e+05,4,2.5,2390,10000,1,0,0,3,9,1590,800,1975,0,98040,47.5801,-122.229,1900,9752,"2014","12","08",2084
3850000,4,4.25,5770,21300,2,1,4,4,11,5770,0,1980,0,98040,47.585,-122.222,4620,22748,"2014","11","14",2086
295000,3,2.5,1460,7936,2,0,0,3,7,1460,0,1995,0,98038,47.3673,-122.017,1830,7936,"2014","10","01",2087
1200000,5,3.25,5180,19606,1,0,0,3,11,2610,2570,1993,0,98006,47.555,-122.114,4050,15296,"2014","09","10",2089
750000,4,2.75,3430,13907,2,0,0,3,11,3430,0,1995,0,98075,47.5879,-121.993,3250,13851,"2014","12","22",2090
7e+05,2,1.5,1850,4945,1.5,0,2,4,7,1850,0,1907,1969,98126,47.5742,-122.379,1850,4950,"2015","04","14",2094
8e+05,4,2,2130,2800,1,0,0,5,7,1070,1060,1922,0,98103,47.6545,-122.333,1990,3990,"2014","08","26",2096
521000,3,2,1870,5455,1,0,0,5,7,1060,810,1926,0,98125,47.7029,-122.297,1870,7435,"2014","10","08",2099
643000,3,2.75,2030,7700,1,0,0,5,8,1400,630,1965,0,98008,47.626,-122.112,1780,8160,"2014","11","22",2102
279000,3,2.5,1500,7350,1,0,0,2,7,1060,440,1979,0,98023,47.3025,-122.382,1390,7770,"2015","02","02",2103
583500,4,1,1530,3900,1.5,0,0,4,7,1530,0,1908,0,98107,47.6748,-122.379,1300,3900,"2015","02","02",2104
310000,3,2.5,1990,3600,2,0,0,3,7,1990,0,2004,0,98038,47.3841,-122.041,1790,3600,"2014","07","23",2105
310000,3,1.75,1420,7650,1,0,0,4,7,1100,320,1984,0,98056,47.4892,-122.182,1810,7650,"2014","06","10",2106
280000,3,1,1400,13975,1,0,0,4,6,1400,0,1956,0,98198,47.4195,-122.33,1260,7500,"2015","03","23",2107
272000,4,2.5,1870,5692,2,0,0,3,7,1870,0,2004,0,98058,47.4334,-122.148,2390,5293,"2014","11","17",2108
399950,3,2,2050,9396,1,0,0,5,7,1170,880,1960,0,98155,47.7447,-122.328,1680,9391,"2014","10","08",2112
1640000,5,3.5,4220,26784,1,0,0,3,10,2110,2110,1958,2006,98004,47.6003,-122.206,3450,33945,"2014","06","09",2113
264950,4,1.75,1770,9011,1,0,0,5,7,1050,720,1983,0,98042,47.3646,-122.076,1410,8530,"2014","06","18",2115
491500,4,2.75,2100,7236,1,0,0,3,8,1400,700,1979,0,98034,47.7267,-122.232,1900,7519,"2014","07","25",2116
345000,3,2.25,2120,15003,2,0,0,3,7,2120,0,1984,0,98059,47.4745,-122.12,2070,15203,"2014","05","14",2117
852000,3,3,2400,4000,2,0,0,3,7,1860,540,1905,0,98102,47.6288,-122.321,1750,3940,"2015","04","27",2119
723000,4,2,2790,8793,1,0,0,4,8,1640,1150,1977,0,98006,47.5509,-122.16,2400,9286,"2015","02","11",2121
594000,3,2.25,2080,70567,2,0,0,3,8,2080,0,1990,0,98072,47.7221,-122.124,3730,43560,"2015","01","26",2122
405000,2,1.5,1370,4102,2,0,0,4,7,1370,0,1987,0,98033,47.6943,-122.184,1380,3211,"2014","12","01",2123
725500,4,2.5,2790,74495,2,0,0,3,9,2790,0,1997,0,98053,47.6628,-122.056,2790,24643,"2014","08","01",2124
8e+05,2,1,1740,5719,1,0,0,3,8,1740,0,1955,0,98103,47.6729,-122.335,1980,5000,"2014","06","25",2125
180500,3,2.5,1800,8518,2,0,0,3,7,1800,0,1996,0,98030,47.3643,-122.185,1770,7570,"2014","10","15",2127
325000,3,2.5,1800,8518,2,0,0,3,7,1800,0,1996,0,98030,47.3643,-122.185,1770,7570,"2015","04","28",2128
235000,3,1.75,1190,7280,1,0,0,4,7,1190,0,1968,0,98092,47.3151,-122.19,1250,7800,"2014","06","17",2129
330000,2,1,860,8308,1,0,0,4,7,860,0,1948,0,98146,47.5075,-122.377,1310,8308,"2014","05","20",2130
239900,4,2.25,1860,7000,1,0,0,3,8,1120,740,1979,0,98023,47.3127,-122.339,1990,8937,"2014","05","16",2135
185000,3,1,980,9135,1,0,0,3,7,980,0,1955,0,98001,47.3496,-122.289,1780,9135,"2014","11","17",2136
1740000,4,2.25,3040,5000,2,0,3,4,9,2080,960,1926,0,98105,47.6565,-122.278,2870,5000,"2014","06","16",2137
251700,3,2.25,1810,11800,1,0,0,3,7,1240,570,1977,0,98178,47.4997,-122.231,1810,5641,"2014","09","05",2138
735000,4,1.75,2100,7960,1,0,0,3,8,1340,760,1955,0,98004,47.6079,-122.195,2060,7960,"2014","09","04",2140
1700000,5,2,2500,15250,2,1,4,5,8,2500,0,1942,0,98008,47.5883,-122.111,1880,18782,"2014","10","27",2141
765000,4,4,3010,7221,2,0,0,3,10,3010,0,2004,0,98075,47.5833,-121.97,3490,7518,"2014","07","08",2143
292500,4,1.75,2140,8162,1,0,0,3,7,1420,720,1968,0,98023,47.3096,-122.377,2040,7632,"2014","09","23",2144
270000,3,2.25,2390,7000,1,0,0,4,7,1990,400,1970,0,98058,47.4568,-122.169,1610,7000,"2015","03","25",2145
415000,2,1,1510,6807,1,0,0,3,7,1090,420,1939,0,98133,47.711,-122.353,1460,6807,"2014","12","24",2146
950000,4,1.75,2210,19025,1,0,0,4,7,1460,750,1952,0,98004,47.5927,-122.203,2640,14999,"2014","11","24",2147
353000,3,2.75,2170,8396,2,0,0,3,7,2170,0,1995,0,98038,47.3812,-122.023,2170,8378,"2014","09","16",2148
280950,3,1.75,1390,8700,1,0,3,4,7,840,550,1912,0,98055,47.4725,-122.202,1390,10875,"2014","05","09",2150
585000,3,1.75,1850,7735,1,0,0,4,8,1850,0,1983,0,98027,47.5608,-122.082,2220,7639,"2014","05","27",2151
525000,2,1.5,1480,43645,1,0,0,3,8,1480,0,1974,2006,98027,47.5484,-122.045,1600,34326,"2014","12","11",2152
245990,3,1,1040,8410,1,0,0,3,7,1040,0,1942,2014,98188,47.453,-122.289,1350,8410,"2014","09","26",2155
535000,4,2.25,2810,12607,2,0,0,3,10,2810,0,1985,0,98058,47.4585,-122.13,2810,17400,"2015","02","03",2156
410000,1,1.5,1010,5750,1,0,0,3,7,1010,0,1911,1948,98136,47.5411,-122.392,1230,5750,"2014","06","30",2157
665000,3,1.75,1800,8000,1,0,0,3,8,1800,0,1972,0,98008,47.6357,-122.119,1950,8500,"2014","09","11",2159
455000,3,1,2400,17239,1,0,0,4,7,1890,510,1940,0,98028,47.75,-122.245,2390,7350,"2015","04","27",2160
440000,4,1,1780,4000,1.5,0,0,3,7,1780,0,1922,0,98103,47.6624,-122.354,1750,4000,"2014","08","26",2161
570000,3,3.5,1460,1021,2,0,0,3,8,1150,310,2006,0,98122,47.6169,-122.309,1460,1245,"2014","09","15",2164
250000,3,1,1230,10350,1,0,0,4,7,1230,0,1957,0,98055,47.428,-122.199,1510,10427,"2014","05","15",2165
265000,3,1,800,5760,1,0,0,3,6,700,100,1949,0,98155,47.7505,-122.317,1060,6628,"2014","11","03",2167
306000,3,1,1190,10350,1,0,0,4,7,1190,0,1959,0,98028,47.7428,-122.244,1850,10500,"2015","03","05",2168
345000,5,2.75,1940,4182,1,0,0,3,7,1240,700,2002,0,98056,47.4911,-122.17,1950,4182,"2015","05","07",2169
765000,4,2.5,3300,10764,1,0,0,4,9,1720,1580,1971,0,98177,47.7119,-122.365,2290,10975,"2014","09","04",2170
342500,3,2,2080,11375,1,0,0,3,8,2080,0,2002,0,98022,47.214,-121.993,1080,12899,"2014","06","12",2172
501000,4,2.25,2680,5439,2,0,0,3,7,2680,0,2000,0,98011,47.7534,-122.218,2460,4473,"2015","04","24",2173
638000,3,1,1830,4400,1.5,0,0,4,8,1720,110,1930,0,98122,47.6052,-122.3,1650,4400,"2015","04","22",2175
460000,3,1.75,1400,2003,1,0,0,4,8,700,700,1908,2006,98119,47.6508,-122.368,1370,1281,"2014","09","12",2176
760000,4,1.75,2770,8521,1,0,0,4,7,1470,1300,1953,0,98004,47.6255,-122.199,1910,9380,"2014","10","15",2177
1090000,3,2.5,3630,11019,1,0,0,4,9,2150,1480,1972,0,98040,47.561,-122.226,3150,13555,"2015","03","16",2178
234000,3,1,1040,8128,1,0,0,3,6,1040,0,1983,0,98019,47.7425,-121.981,1520,7500,"2014","06","28",2179
488000,5,2,2020,5000,1.5,0,0,4,7,2020,0,1938,0,98117,47.6949,-122.37,1510,6600,"2014","05","06",2181
1550000,5,2.5,2450,20805,2,0,0,4,9,2450,0,1963,0,98004,47.6275,-122.227,3020,20324,"2015","02","26",2182
499000,4,3,2030,12675,2,0,0,3,7,2030,0,1982,0,98177,47.7689,-122.379,1990,7705,"2015","03","27",2183
7e+05,4,2.75,2870,8625,1,0,1,4,8,1860,1010,1959,0,98155,47.7425,-122.289,2430,8479,"2015","02","18",2186
275000,4,1,1340,22500,1.5,0,0,3,7,1340,0,1926,0,98168,47.489,-122.316,1620,10800,"2014","09","18",2187
330000,3,2.5,1680,11312,1,0,0,3,7,1080,600,1959,0,98146,47.5051,-122.344,1390,10700,"2014","07","01",2188
360000,4,2,1850,8827,1,0,0,3,7,1850,0,1969,0,98155,47.7406,-122.313,1310,6901,"2014","11","24",2189
467000,3,1,1220,8040,1.5,0,0,3,7,1220,0,1965,0,98125,47.7133,-122.308,1360,8040,"2015","05","11",2190
568000,3,2.5,2320,57063,1,0,0,4,9,1790,530,1979,0,98074,47.6163,-122.056,3290,7314,"2014","10","29",2191
605000,5,2.25,3220,9603,2,0,0,3,8,3220,0,1972,0,98052,47.6474,-122.11,2260,10093,"2014","11","03",2192
750000,4,2.75,3190,9023,2,0,0,3,9,3190,0,2005,0,98075,47.5898,-121.989,3159,5615,"2014","10","02",2193
760000,3,2.75,3530,69834,2,0,0,3,10,3530,0,1994,0,98053,47.6377,-121.995,3560,74256,"2014","10","14",2194
490000,3,1.75,1720,12540,1,0,0,4,7,1720,0,1956,0,98006,47.5699,-122.177,1440,11850,"2014","07","18",2196
311750,4,2.25,2270,12000,1,0,0,4,7,1290,980,1976,0,98023,47.3287,-122.353,2030,23980,"2015","02","06",2198
399000,3,2.25,1880,12473,1,0,0,3,8,1420,460,1958,0,98028,47.7623,-122.256,2300,10469,"2014","10","03",2199
347000,4,2.5,2770,9751,2,0,0,3,8,2770,0,1989,0,98042,47.3739,-122.126,2370,6950,"2014","07","25",2200
585000,4,2.5,3110,6479,2,0,0,3,9,3110,0,2005,0,98065,47.5408,-121.861,3110,7075,"2014","09","03",2202
340000,4,2.5,2360,7475,2,0,0,3,8,2360,0,1992,0,98031,47.4052,-122.17,2280,7570,"2014","09","12",2203
612000,3,2.5,2180,5496,2,0,0,3,8,2180,0,1994,0,98029,47.5723,-122.007,2120,5496,"2015","04","15",2204
230000,2,1.75,1910,3376,2,0,0,3,8,1910,0,1980,0,98038,47.3733,-122.057,1470,3623,"2014","06","28",2205
604000,4,2.5,2260,7753,2,0,0,3,9,2260,0,1989,0,98029,47.5752,-121.995,2690,8924,"2014","05","09",2206
250000,3,1.75,1770,8868,1,0,0,4,7,1770,0,1959,0,98002,47.3188,-122.212,1630,9706,"2014","07","03",2207
258500,3,2,1460,7930,1,0,0,3,7,1460,0,1989,0,98038,47.359,-122.049,1630,7930,"2015","03","09",2208
1050000,5,2.25,2960,7680,1,0,2,5,8,1550,1410,1958,0,98199,47.6456,-122.389,2860,7680,"2014","10","30",2210
760000,4,2.5,3220,4031,2,0,0,3,9,3220,0,2002,0,98033,47.688,-122.163,3150,5083,"2015","03","18",2211
276000,3,1,1140,5000,1,0,0,3,7,1140,0,1960,0,98106,47.5535,-122.362,1140,5000,"2014","05","26",2212
398000,4,1,1430,6240,1.5,0,0,5,7,1430,0,1953,0,98125,47.7272,-122.311,1410,6240,"2015","04","28",2214
775000,3,3,1820,4300,1.5,0,0,4,8,1620,200,1914,1983,98107,47.6711,-122.364,1440,4300,"2015","03","13",2215
1030000,4,3,3540,10202,2,0,0,3,8,2720,820,1988,0,98006,47.5471,-122.155,2780,10714,"2015","04","09",2216
327000,4,1,1620,6000,1.5,0,0,5,7,1620,0,1905,0,98055,47.4763,-122.206,1310,6000,"2014","10","23",2217
564500,4,2.75,3100,14568,2,0,0,3,8,3100,0,1995,0,98019,47.7302,-121.974,2860,14396,"2015","04","21",2218
782000,4,1.75,1500,6820,1.5,0,0,5,7,1500,0,1905,0,98117,47.6794,-122.37,1360,4125,"2014","10","17",2219
257000,3,1.75,1850,10920,1.5,0,0,3,6,1850,0,1915,0,98034,47.7244,-122.222,1510,7871,"2015","01","30",2221
235000,4,2,1570,9415,2,0,0,4,7,1570,0,1984,0,98092,47.3168,-122.174,1550,8978,"2014","06","25",2222
453000,4,2.75,2300,37533,1,0,3,5,8,1550,750,1979,0,98070,47.3714,-122.431,2130,10092,"2014","06","27",2223
535000,2,1,920,9000,1,0,0,1,6,920,0,1954,0,98033,47.6831,-122.189,1760,8400,"2015","03","16",2224
670000,4,2.75,3020,13530,1,0,0,4,8,1540,1480,1977,0,98052,47.6299,-122.099,2230,11896,"2014","08","06",2227
465000,3,1.75,1490,10757,1,0,0,3,7,1060,430,1966,0,98034,47.72,-122.229,1490,10609,"2015","04","27",2228
265000,4,2.5,2040,4443,2,0,0,3,8,2040,0,2001,0,98092,47.3182,-122.189,2040,4637,"2014","12","04",2230
529219,4,2.25,1990,7610,1,0,0,4,8,1290,700,1966,0,98008,47.6236,-122.103,1820,8198,"2014","10","29",2232
6e+05,3,2.25,1900,46609,1.5,0,0,4,7,1440,460,1969,0,98072,47.7529,-122.116,2460,43560,"2014","07","08",2233
875000,5,3.5,3840,8279,2,0,0,3,9,3840,0,2001,0,98074,47.6039,-122.059,3570,8279,"2014","07","01",2234
608000,4,3,2400,7680,1,0,0,3,7,1200,1200,1956,0,98199,47.6466,-122.389,2670,6342,"2015","01","06",2235
1760000,4,5,6055,21630,1,0,3,4,12,3555,2500,1996,0,98006,47.5524,-122.112,4890,19223,"2014","08","11",2237
295450,3,2,2030,17120,1,0,2,4,8,1890,140,1966,0,98092,47.2953,-122.185,1870,13662,"2014","08","18",2238
205000,4,2,1450,8175,1,0,0,4,7,1450,0,1967,0,98031,47.3933,-122.195,1570,9024,"2015","02","13",2240
310000,3,1.5,1460,9908,1,0,0,3,7,1460,0,1952,0,98148,47.4275,-122.331,1420,9582,"2014","07","09",2241
510000,3,1.75,2170,26460,1,0,0,3,8,1450,720,1986,0,98074,47.6147,-122.045,2090,29075,"2014","05","14",2245
405000,2,1,1260,4377,1,0,0,4,7,1260,0,1947,0,98103,47.6988,-122.354,1420,6376,"2014","06","19",2246
990000,4,3.75,3450,4940,2,0,0,3,10,2570,880,2006,0,98103,47.692,-122.338,1880,5387,"2015","04","23",2249
7e+05,3,1.75,2600,7668,1,0,0,4,8,1300,1300,1968,0,98010,47.3402,-122.046,1980,13664,"2014","09","03",2251
330000,3,1,1030,7620,1,0,0,3,7,1030,0,1953,0,98126,47.5281,-122.375,1030,7560,"2014","08","04",2252
1340000,4,2.5,4250,19387,2,0,2,4,9,3260,990,1972,0,98040,47.5578,-122.212,3690,17024,"2014","06","09",2255
245000,4,2,1870,8750,1,0,2,3,7,1870,0,1977,0,98022,47.1985,-122.001,1770,8207,"2014","11","12",2257
390000,3,1.5,1240,8410,1,0,0,5,6,1240,0,1948,0,98155,47.753,-122.328,1630,8410,"2015","05","04",2260
273000,2,0.5,1180,7750,1,0,0,4,6,590,590,1945,0,98155,47.769,-122.316,1380,8976,"2014","10","03",2262
455000,5,3.5,3080,7759,2,0,0,3,8,2310,770,2003,0,98019,47.7454,-121.977,2980,8223,"2014","10","09",2263
270000,4,2.5,1750,6397,2,0,0,3,7,1750,0,1988,0,98023,47.3082,-122.358,1940,6502,"2015","03","30",2264
618000,4,2.25,2530,8736,1,0,0,4,7,1210,1320,1958,0,98008,47.6049,-122.126,1720,8500,"2014","07","30",2265
213550,3,2.5,1580,8541,2,0,0,3,7,1580,0,1990,0,98001,47.3334,-122.289,1640,7542,"2014","10","21",2266
403500,4,2.75,2400,3844,1,0,0,5,7,1200,1200,1974,0,98133,47.7027,-122.347,1100,3844,"2014","12","15",2269
235000,3,1.5,1300,7600,1,0,0,4,7,1300,0,1963,0,98022,47.2083,-122.005,1570,7600,"2015","02","25",2270
287500,3,2,1760,7147,1,0,0,4,6,880,880,1936,0,98055,47.4799,-122.232,1720,7147,"2015","04","21",2271
183000,3,1.75,1070,8100,1,0,0,4,6,1070,0,1957,0,98002,47.2853,-122.22,1260,8100,"2014","06","16",2273
560000,3,2,2560,216777,1,0,0,3,8,2560,0,1986,0,98092,47.295,-122.086,2360,108463,"2014","05","12",2274
299500,3,1,1280,6726,1,0,0,3,6,1280,0,1958,0,98144,47.5724,-122.301,1630,5000,"2014","12","05",2275
610000,4,2.25,1660,7350,1,0,0,3,8,1660,0,1965,2014,98008,47.6263,-122.124,1790,7455,"2014","10","27",2276
288350,3,1.5,1860,7963,1,0,0,3,7,1200,660,1963,0,98188,47.4513,-122.268,1800,10400,"2014","06","09",2277
5e+05,2,1,950,4500,1,0,2,3,7,850,100,1926,0,98103,47.6562,-122.354,1670,4000,"2014","07","01",2278
625000,4,2.75,2140,4000,1,0,0,3,7,1190,950,1951,0,98115,47.6792,-122.287,2140,4770,"2014","12","05",2279
418000,2,1.5,1480,1349,2,0,0,3,7,1240,240,2007,0,98136,47.5439,-122.386,1550,1349,"2015","04","29",2280
775000,4,2.5,2300,6158,2,0,0,3,9,2300,0,1999,0,98115,47.6943,-122.299,2170,6434,"2014","06","23",2282
429500,3,2.75,1650,7272,1,0,0,4,7,1230,420,1972,0,98034,47.7232,-122.174,1770,7272,"2015","01","23",2283
225000,3,1.5,1310,10491,1,0,0,4,7,1310,0,1969,0,98042,47.3682,-122.148,1430,9664,"2014","12","09",2286
306000,3,1,910,8658,1,0,0,3,7,910,0,1955,0,98155,47.7586,-122.303,1170,10200,"2014","09","05",2288
517100,3,1.75,1580,9719,1,0,0,5,7,1580,0,1962,0,98056,47.5396,-122.18,1760,8539,"2015","04","13",2289
348000,3,1.5,1040,1824,1,0,0,3,6,1040,0,1925,0,98115,47.6793,-122.3,1010,5100,"2015","04","14",2291
522250,4,2.5,2340,41600,1,0,0,3,8,1640,700,1977,0,98077,47.7466,-122.077,2340,34960,"2014","07","18",2292
275000,3,2.5,1720,8755,1,0,0,3,8,1000,720,1983,0,98023,47.3186,-122.391,1720,8690,"2014","06","04",2293
390000,3,1.5,1600,10440,1,0,0,3,7,1600,0,1954,0,98125,47.7109,-122.311,1600,8816,"2014","12","18",2294
585000,5,2.75,2350,4178,1.5,0,0,3,8,1520,830,1922,2015,98112,47.6388,-122.3,1920,4178,"2014","07","28",2296
9e+05,5,3,4350,37169,2,0,0,3,10,2950,1400,1972,0,98005,47.6518,-122.16,3280,41631,"2014","08","27",2299
357000,3,1.75,2400,14012,1,0,0,3,9,2400,0,1971,0,98003,47.3371,-122.325,2800,13988,"2015","02","19",2301
