"price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15","yr_sold","mn_sold","day_sold","id"
"",3,2.5,1930,6180,1,0,0,3,7,1330,600,1961,0,98155,47.7481,-122.327,1940,6180,"2014","11","19",5437
"",3,1,1260,6826,1,0,0,3,6,720,540,1944,0,98125,47.731,-122.303,1300,6826,"2014","05","16",5438
"",4,2.5,3160,13063,2,0,0,3,10,3160,0,1999,0,98075,47.5996,-122.021,3350,14213,"2014","12","10",5441
"",5,3,2240,18265,2,0,0,4,8,2240,0,1963,0,98027,47.5171,-122.029,1990,18265,"2015","01","26",5443
"",6,2.5,2640,3680,2,0,0,5,8,1760,880,1922,0,98126,47.5771,-122.38,1960,3680,"2014","07","10",5447
"",2,1,1200,8750,1,0,0,3,6,1200,0,1948,0,98155,47.7548,-122.327,1100,8408,"2014","12","15",5449
"",3,1,1460,5825,1,0,0,5,5,1260,200,1942,0,98056,47.4958,-122.191,1150,5926,"2015","01","23",5451
"",3,2.5,1690,4500,1.5,0,1,4,8,1690,0,1928,0,98116,47.5841,-122.383,2140,7200,"2014","05","08",5456
"",4,1.75,1820,8118,1,0,0,4,7,1080,740,1980,0,98031,47.4104,-122.172,1810,8050,"2014","06","18",5459
"",3,1.75,1890,11141,1,0,0,4,8,1890,0,1968,0,98006,47.5697,-122.163,2720,11144,"2014","09","08",5460
"",3,2.5,2770,98881,2,0,0,3,9,2770,0,1991,0,98022,47.2568,-121.952,1830,74923,"2014","08","15",5462
"",4,3.5,3020,12750,2,0,0,3,10,3020,0,1990,0,98033,47.6524,-122.184,3120,14351,"2014","11","21",5463
"",4,2,2060,6400,1,0,0,3,7,1170,890,1977,0,98002,47.2924,-122.197,1890,8736,"2015","02","20",5469
"",3,2,1680,19978,1,0,0,3,6,880,800,1948,0,98198,47.3924,-122.308,2150,11588,"2014","07","11",5476
"",3,1.75,1610,8613,1,0,0,5,7,1610,0,1962,0,98033,47.6527,-122.195,2010,8670,"2014","06","23",5482
"",4,2.5,3350,6605,2,0,0,3,8,2670,680,1990,0,98011,47.7498,-122.181,2730,5962,"2015","02","18",5483
"",4,2,1810,8750,1,0,0,2,7,1110,700,1967,0,98058,47.4307,-122.17,1810,8750,"2014","06","16",5492
"",4,2.25,2240,8322,2,0,0,3,8,2240,0,1979,0,98034,47.728,-122.206,2240,6448,"2015","02","25",5501
"",4,1,1980,7991,1.5,0,0,3,7,1980,0,1962,0,98058,47.4604,-122.17,1730,7700,"2014","05","16",5502
"",4,2.5,2490,8750,2,0,0,3,8,2040,450,1976,0,98008,47.5931,-122.116,2120,10240,"2014","08","06",5507
"",3,1,1160,9750,1,0,0,3,7,1160,0,1968,0,98077,47.7429,-122.072,1160,10565,"2014","09","04",5511
"",5,2.25,3410,35536,2,0,0,3,10,2530,880,1974,0,98005,47.65,-122.155,3140,43453,"2015","02","24",5519
"",3,1,1160,7875,1,0,0,3,7,1160,0,1953,0,98125,47.724,-122.323,1600,7875,"2014","11","06",5520
"",3,1.75,1260,12330,1,0,0,3,7,1260,0,1968,0,98072,47.7412,-122.095,1320,12800,"2014","08","01",5527
"",3,1,1170,11000,1,0,0,2,6,1170,0,1980,0,98019,47.7346,-121.983,1590,10894,"2014","06","04",5528
"",4,2,1540,3740,1,0,0,4,7,770,770,1946,0,98117,47.6886,-122.375,1090,5080,"2015","03","25",5535
"",3,1,1700,6356,1.5,0,0,3,7,1700,0,1907,0,98118,47.5677,-122.281,2080,6000,"2014","05","28",5537
"",3,2,1030,7260,1,0,0,3,6,1030,0,1947,0,98146,47.5113,-122.347,1380,8100,"2014","10","22",5540
"",4,2.5,2650,6000,2,0,0,3,9,2650,0,2000,0,98038,47.3768,-122.028,2630,6381,"2014","09","05",5543
"",4,2,2000,5000,1.5,0,0,5,7,2000,0,1925,0,98144,47.5787,-122.293,2200,5000,"2015","02","19",5550
"",4,2.75,2810,17674,1,0,0,4,8,1640,1170,1978,0,98052,47.6745,-122.144,2400,11240,"2014","07","29",5552
"",4,2.75,2660,7754,1.5,0,0,3,8,1590,1070,1986,0,98023,47.3078,-122.337,2250,7754,"2015","04","22",5559
"",4,3.75,4160,35000,2,0,0,3,11,4160,0,1991,0,98053,47.669,-122.067,5330,36446,"2015","02","05",5562
"",2,1,1095,5120,1.5,0,0,3,7,1095,0,1901,0,98122,47.6058,-122.313,1310,5120,"2014","07","22",5568
"",3,1.75,1400,7405,1,0,0,3,7,1400,0,1961,0,98133,47.7569,-122.334,1820,7440,"2015","01","21",5572
"",3,1.75,2350,12720,1,0,0,4,7,1180,1170,1964,0,98030,47.3594,-122.175,1680,10400,"2015","02","04",5576
"",4,2.5,2540,4727,2,0,0,3,9,2540,0,1999,0,98034,47.7034,-122.236,3640,5129,"2014","09","08",5598
"",3,2.25,1640,14374,1,0,0,4,7,1140,500,1963,0,98148,47.4476,-122.332,2020,10500,"2014","05","06",5599
"",4,3.25,3270,6027,2,0,0,3,10,3270,0,2001,0,98074,47.6346,-122.063,3270,6546,"2014","08","04",5608
"",3,1,1010,7200,1,0,0,5,6,1010,0,1948,0,98155,47.7601,-122.307,1590,7663,"2014","08","08",5612
"",3,1.5,1200,9720,1,0,0,4,7,1200,0,1965,0,98042,47.4225,-122.153,1380,10284,"2014","05","02",5614
"",5,2.25,2020,8400,1,0,0,4,7,1010,1010,1963,0,98040,47.5763,-122.219,1890,9233,"2014","12","04",5615
"",3,2.75,1320,15236,1,0,0,3,7,880,440,1995,0,98030,47.365,-122.184,1490,8351,"2015","05","04",5627
"",2,1,950,4000,1,0,0,3,6,950,0,1910,0,98144,47.5728,-122.312,1480,4000,"2015","04","20",5628
"",2,0.75,1392,43710,1.5,0,0,4,7,1392,0,1978,0,98070,47.4491,-122.453,1640,99316,"2014","06","10",5631
"",4,2.5,3340,8930,2,0,2,3,10,3340,0,1999,0,98065,47.535,-121.867,3160,7865,"2014","07","10",5632
"",2,1.5,940,5000,1,0,0,4,7,810,130,1925,0,98126,47.5375,-122.374,940,5026,"2014","08","13",5639
"",4,1,1120,2685,1,0,0,3,5,860,260,1939,0,98055,47.4904,-122.203,1120,4838,"2014","06","10",5640
"",4,2.5,2200,110642,1,0,0,5,7,1330,870,1979,0,98077,47.7409,-122.052,2290,51400,"2014","09","10",5645
"",2,1,730,7528,1,0,0,3,7,730,0,1946,0,98115,47.6997,-122.305,1620,7528,"2014","06","09",5656
"",3,1.5,1570,6700,1,0,0,4,7,1570,0,1956,0,98007,47.6022,-122.134,1570,7300,"2014","05","02",5658
"",5,3,2876,13927,1,0,2,4,9,1970,906,1973,0,98040,47.5528,-122.229,3500,14454,"2014","05","21",5659
"",4,2.25,2290,9546,1,0,0,4,8,1780,510,1976,0,98006,47.5617,-122.13,2360,8864,"2014","09","26",5660
"",3,3.5,2620,10137,2,0,0,3,8,1970,650,1992,0,98146,47.4979,-122.371,1960,7680,"2014","12","02",5662
"",4,2,2020,7767,1,0,0,3,8,2020,0,1995,0,98003,47.3391,-122.309,1940,8239,"2014","09","24",5664
"",4,2.5,2090,5289,2,0,0,3,8,2090,0,1989,0,98058,47.4289,-122.164,2080,7109,"2014","06","24",5675
"",4,2.5,3030,10189,1,0,0,3,9,2380,650,2003,0,98004,47.6367,-122.206,1940,10189,"2014","11","20",5681
"",3,1,920,7500,1,0,0,4,7,920,0,1970,0,98032,47.3791,-122.289,1660,8000,"2015","02","06",5687
"",3,2.25,2540,7216,2,0,0,3,8,2540,0,1991,0,98023,47.2906,-122.349,2140,7531,"2015","01","27",5689
"",3,1,1540,24500,1.5,0,0,3,7,1540,0,1949,0,98125,47.7213,-122.29,1540,7250,"2015","04","06",5691
"",4,3.25,3990,9786,2,0,0,3,9,3990,0,2004,0,98053,47.6784,-122.026,3920,8200,"2014","07","07",5699
"",5,2.75,2980,9838,1,0,0,3,7,1710,1270,1968,0,98030,47.3807,-122.222,2240,9838,"2015","03","11",5702
"",3,2,1590,10229,1,0,0,3,7,1590,0,1966,0,98034,47.7239,-122.227,1320,10222,"2014","11","06",5704
"",4,3.25,3500,10260,2,0,0,3,10,3500,0,1987,0,98008,47.5902,-122.13,3500,10658,"2014","07","24",5707
"",2,2,1370,5756,1,0,0,3,8,1370,0,1986,0,98034,47.714,-122.205,1380,5444,"2014","08","13",5708
"",5,2.25,1780,7245,1,0,0,4,8,1330,450,1976,0,98052,47.6946,-122.12,1780,7653,"2014","09","30",5713
"",3,3,2110,4000,1,0,2,4,7,1110,1000,1965,0,98126,47.5696,-122.375,1730,4000,"2014","07","16",5715
"",3,2,1660,8174,1,0,0,3,7,830,830,1981,0,98034,47.7103,-122.199,1610,9318,"2014","12","23",5718
"",3,1.75,1720,4080,1,0,0,4,7,960,760,1924,0,98144,47.5747,-122.287,1660,4080,"2014","06","24",5729
"",3,2.5,1530,6000,2,0,0,4,7,1530,0,1991,0,98038,47.3487,-122.036,1360,6000,"2014","07","10",5739
"",3,2.5,3490,9362,1,0,3,5,9,1770,1720,1960,0,98105,47.6605,-122.27,3640,7425,"2015","01","08",5740
"",4,2.5,2570,7859,2,0,0,3,8,2570,0,1992,0,98038,47.3736,-122.045,2150,7284,"2014","06","30",5744
"",4,3.75,2690,4000,2,0,3,4,9,2120,570,1909,1989,98119,47.6418,-122.372,2830,4000,"2014","06","11",5748
"",5,3.5,4350,6218,2,0,2,3,10,3520,830,2007,0,98027,47.5396,-121.997,3260,5989,"2014","10","06",5752
"",4,2.5,2440,34290,2,0,0,3,9,2440,0,1987,0,98053,47.6685,-122.044,2860,38119,"2014","06","19",5755
"",4,2.5,2130,4496,2,0,0,3,7,2130,0,2004,0,98001,47.3041,-122.28,3220,5400,"2015","01","27",5762
"",3,2.25,1450,1540,2,0,0,3,8,1180,270,2005,0,98107,47.6685,-122.365,1450,1540,"2015","01","09",5765
"",4,2.25,2280,7500,1,0,0,4,7,1140,1140,1963,0,98198,47.4182,-122.332,1660,8000,"2014","07","21",5767
"",4,3.5,4200,14353,2,0,2,3,12,3640,560,1996,0,98040,47.5331,-122.217,3750,16316,"2014","10","17",5770
"",4,1.75,2170,9525,1,0,0,3,8,2170,0,1960,0,98040,47.5685,-122.217,1910,9525,"2014","07","16",5772
"",4,1,1390,10800,1.5,0,0,4,7,1390,0,1941,0,98177,47.7248,-122.359,1390,9360,"2014","06","10",5779
"",2,1.75,1210,1032,2,0,0,3,8,1210,0,2014,0,98029,47.5522,-121.999,1210,1090,"2014","07","08",5786
"",4,2.5,3760,29224,2,0,0,3,11,3760,0,1987,0,98052,47.7203,-122.128,3930,19916,"2014","06","11",5787
"",3,2,1760,16928,1,0,0,3,7,1760,0,1953,0,98004,47.6363,-122.202,3430,10059,"2015","01","13",5792
"",3,2.25,2980,86636,1,0,0,3,9,2230,750,1989,0,98053,47.6627,-122.003,2980,107157,"2015","04","30",5794
"",3,2.5,2200,34680,2,0,0,3,9,2200,0,1985,0,98092,47.3139,-122.116,2560,35840,"2014","07","28",5798
"",4,2.5,2180,3375,1.5,0,0,4,7,1420,760,1926,0,98117,47.6846,-122.361,1560,3375,"2014","06","25",5799
"",3,1.75,1490,10844,1,0,0,3,7,1210,280,1974,0,98008,47.6208,-122.106,2090,9944,"2014","07","17",5800
"",4,2.25,1880,6160,2,0,0,3,7,1880,0,1993,0,98023,47.3214,-122.347,1580,6405,"2014","11","04",5805
"",3,2.5,2510,5544,2,0,0,3,7,2510,0,2001,0,98053,47.6903,-122.042,2660,5614,"2015","01","20",5806
"",2,1,1060,5200,1,0,0,3,6,1060,0,1969,0,98042,47.3688,-122.08,910,5200,"2015","04","30",5807
"",4,1.75,2250,292288,1,0,0,4,7,2250,0,1963,0,98042,47.3787,-122.091,1550,23798,"2015","04","24",5815
"",3,1.75,1890,3825,1,0,0,3,7,1290,600,1974,0,98117,47.6831,-122.381,1320,3825,"2014","05","19",5816
"",3,2,2680,8429,1,0,0,4,9,1880,800,1950,1991,98038,47.372,-122.036,1570,8640,"2014","10","29",5821
"",2,2.5,1560,1222,2,0,0,3,8,1080,480,2008,0,98122,47.604,-122.307,1560,2081,"2014","11","20",5822
"",2,1,1120,7500,1,0,2,4,7,1120,0,1971,0,98008,47.619,-122.096,3040,16940,"2014","07","25",5824
"",3,2.25,1050,572,2,0,0,3,7,740,310,2006,0,98106,47.5549,-122.363,1260,1062,"2015","01","07",5827
"",3,2,2600,6600,2,0,4,3,10,1930,670,1970,2014,98122,47.6055,-122.285,2670,6270,"2015","01","05",5828
"",3,2,2260,7200,1,0,3,3,7,1130,1130,1941,0,98144,47.5886,-122.288,2260,6000,"2014","10","30",5831
"",3,2.5,3420,25150,1,0,0,4,10,1750,1670,1987,0,98006,47.5706,-122.152,2900,19604,"2014","07","08",5835
"",3,2,1230,7789,1,0,0,3,7,1230,0,1994,0,98042,47.3718,-122.073,1470,8670,"2015","04","14",5838
"",3,1.5,1150,11475,1,0,0,3,7,1150,0,1971,0,98045,47.4629,-121.744,1640,11475,"2014","10","21",5841
"",3,1.75,2220,132858,1,0,0,3,7,1110,1110,1988,0,98027,47.4853,-122.034,2130,77536,"2014","06","03",5842
"",3,2.5,2050,11690,2,0,0,4,9,2050,0,1989,0,98059,47.5279,-122.161,2410,10172,"2014","07","15",5843
"",4,1.75,1700,5846,1,0,0,3,8,1700,0,1957,0,98199,47.6539,-122.408,1480,5177,"2014","07","01",5844
"",3,1.75,1610,9000,1,0,0,4,7,1100,510,1978,0,98092,47.3187,-122.179,1610,8000,"2015","01","15",5845
"",4,2.75,2720,3840,2,0,0,3,8,1790,930,1920,2009,98107,47.6624,-122.361,1360,3880,"2015","05","06",5846
"",3,2.5,2490,7589,2,0,0,3,9,2490,0,1991,0,98056,47.5355,-122.179,2500,10386,"2015","02","12",5849
"",4,4.25,4720,21000,3,0,4,5,11,4720,0,1971,0,98177,47.7591,-122.376,3010,20000,"2015","04","02",5851
"",4,3,3810,217800,2,0,0,3,9,3810,0,2003,0,98077,47.7696,-122.021,2580,217364,"2015","01","21",5852
"",3,2.5,1950,3730,2,0,0,3,9,1950,0,1996,0,98033,47.6731,-122.199,2080,4000,"2015","02","26",5853
"",3,1,970,4700,1,0,0,4,6,720,250,1943,0,98106,47.5285,-122.354,1560,4600,"2014","07","31",5858
"",3,1,910,6000,1,0,0,2,6,910,0,1956,0,98146,47.5065,-122.338,1090,6957,"2014","05","22",5859
"",3,1,1060,9123,1,0,0,3,7,1060,0,1952,0,98004,47.6218,-122.193,1620,9121,"2014","07","11",5860
"",5,3.25,2180,7200,2,0,0,4,7,2180,0,1982,0,98034,47.7078,-122.234,1840,7644,"2014","07","15",5861
"",3,1.5,1390,48257,1,0,0,3,6,1390,0,1922,2013,98024,47.5603,-121.894,1440,45302,"2014","05","09",5866
"",3,2.5,2410,11900,1,0,2,4,9,1600,810,1989,0,98023,47.3384,-122.34,3090,11902,"2015","02","18",5869
"",3,2.25,1180,9630,2,0,0,3,7,1180,0,1986,0,98028,47.7352,-122.232,2660,5979,"2014","05","15",5870
"",2,2.25,1950,29347,1,0,0,3,8,1350,600,1953,0,98133,47.739,-122.351,2125,7751,"2015","04","29",5875
"",3,1.75,2100,5058,1,0,2,3,7,1340,760,1941,0,98126,47.5743,-122.378,1640,5000,"2015","04","03",5876
"",3,1,880,6050,1,0,0,3,6,880,0,1945,0,98178,47.4995,-122.248,1130,6050,"2015","02","04",5880
"",2,1.5,1290,1749,1,0,0,3,8,660,630,1969,0,98008,47.6118,-122.116,1860,1749,"2014","12","19",5882
"",2,1,1010,7200,1,0,0,3,6,1010,0,1956,0,98166,47.4815,-122.339,1290,9000,"2015","01","23",5883
"",4,1.75,1690,7680,1,0,0,5,6,890,800,1946,0,98126,47.5296,-122.375,1060,7680,"2014","12","01",5884
"",2,1.75,1350,6315,1,0,0,3,8,1350,0,2005,0,98053,47.7141,-122.032,1665,5390,"2014","05","28",5885
"",1,1,610,6000,1,0,0,4,5,610,0,1918,0,98117,47.6911,-122.367,970,5000,"2015","04","09",5888
"",4,2.25,2360,2500,2,0,3,3,8,1520,840,2001,0,98117,47.6771,-122.358,1810,3900,"2014","12","08",5894
"",3,1,1250,8000,1,0,0,3,7,1250,0,1956,0,98146,47.5065,-122.337,1040,6973,"2015","03","17",5899
"",2,1.5,870,4800,1,0,0,3,7,870,0,1924,0,98119,47.6509,-122.37,2090,4800,"2014","08","19",5901
"",4,3.25,3570,14408,2,0,2,3,10,3570,0,2006,0,98065,47.536,-121.857,4100,14577,"2014","10","24",5902
"",4,3.25,3780,11200,2,0,0,3,11,3780,0,2002,0,98059,47.521,-122.15,3720,11813,"2014","09","05",5903
"",3,1.75,2870,5000,1.5,0,0,4,8,1840,1030,1907,0,98144,47.5788,-122.292,2200,5000,"2014","06","22",5907
"",4,1.5,1520,8800,1,0,0,4,7,1520,0,1960,0,98002,47.3136,-122.208,1370,8800,"2014","07","31",5908
"",3,1.5,2240,28750,1,0,0,3,8,1620,620,1956,0,98034,47.7137,-122.254,3200,23873,"2014","07","14",5910
"",3,2.75,2080,9600,1,0,0,3,7,2080,0,1988,0,98028,47.7698,-122.238,2220,9600,"2015","03","10",5914
"",4,1.75,2100,3400,1,0,0,5,7,1100,1000,1915,0,98119,47.6429,-122.371,1890,3771,"2014","10","14",5918
"",3,1,1140,9639,1,0,0,4,7,1140,0,1967,0,98001,47.3112,-122.265,1140,9639,"2015","03","21",5919
"",4,2.25,2600,28600,1,0,0,3,8,1810,790,1968,0,98072,47.7757,-122.139,2580,26950,"2014","12","02",5928
"",3,2.25,3330,15258,2,0,0,3,10,3330,0,1986,0,98077,47.7262,-122.06,3360,14850,"2014","07","25",5930
"",2,1,840,4500,1,0,0,3,6,840,0,1939,0,98136,47.5441,-122.39,1300,5000,"2015","05","03",5933
"",3,1.5,1270,7128,1,0,0,4,6,1270,0,1954,0,98198,47.422,-122.321,1270,7986,"2014","09","23",5934
"",4,2.5,3240,20301,2,0,0,3,10,3240,0,1985,0,98052,47.719,-122.114,3010,23650,"2014","05","15",5935
"",3,2.25,4470,22518,2,0,2,3,9,3240,1230,1953,2004,98006,47.574,-122.18,2930,21837,"2014","07","21",5937
"",4,2.5,1850,9248,2,0,0,3,8,1850,0,1997,0,98028,47.735,-122.244,2080,8711,"2015","04","10",5939
"",2,1,970,8185,1,0,0,5,6,970,0,1904,0,98031,47.4025,-122.201,1500,12541,"2014","10","23",5952
"",3,2,1540,1827,2,0,0,3,8,1540,0,2005,0,98029,47.5479,-121.999,1560,2058,"2014","12","29",5953
"",4,2.5,2440,10423,1,0,0,3,7,2440,0,1955,1993,98034,47.725,-122.172,1990,7758,"2014","10","06",5960
"",2,1,990,4332,1,0,0,3,7,990,0,1909,0,98103,47.6528,-122.331,1920,3420,"2014","10","23",5961
"",4,3.5,3670,4960,2,0,0,3,9,2870,800,2005,0,98177,47.7022,-122.374,1520,6335,"2014","07","22",5963
"",3,1.5,910,25500,1,0,0,3,5,910,0,1943,0,98188,47.4565,-122.276,1580,10019,"2014","09","30",5964
"",3,2,2070,10023,1,0,0,3,8,1220,850,1981,0,98074,47.6492,-122.062,2130,9694,"2014","12","11",5969
"",2,1,800,6500,1,0,0,4,6,800,0,1953,0,98133,47.7621,-122.358,1220,7000,"2014","07","09",5976
"",3,1.75,1800,7620,1,0,0,3,8,1350,450,1951,0,98177,47.7165,-122.361,1770,7620,"2015","03","16",5977
"",5,2,1460,169448,1.5,0,0,3,6,1460,0,1910,0,98030,47.3714,-122.177,2250,6059,"2015","04","13",5978
"",4,2.5,2090,12833,1,0,0,3,7,1220,870,1969,0,98034,47.7266,-122.175,1740,11200,"2015","04","20",5982
"",4,2.25,1950,9800,1,0,0,3,8,1330,620,1968,0,98033,47.666,-122.178,2170,9800,"2014","07","08",5983
"",4,2.5,2150,6807,2,0,0,4,8,2150,0,1991,0,98031,47.4053,-122.189,1910,7240,"2014","05","15",5988
"",3,1.75,1750,3250,1.5,0,0,4,7,1230,520,1929,0,98117,47.6807,-122.366,1480,3600,"2014","08","25",5989
"",3,2.25,2880,6092,2,0,4,4,8,1920,960,1983,0,98116,47.5878,-122.381,2880,5308,"2015","04","27",5990
"",2,1,610,4000,1,0,0,4,6,610,0,1918,0,98136,47.5469,-122.391,870,5160,"2014","08","28",5995
"",4,2.75,2040,8996,1,0,0,4,8,1260,780,1974,0,98033,47.666,-122.185,2470,9180,"2014","10","05",6008
"",3,1,1450,9586,2,0,0,3,7,1450,0,1950,0,98155,47.7443,-122.326,1500,8592,"2014","12","12",6009
"",4,2.5,2040,7800,2,0,0,3,7,2040,0,2003,0,98168,47.473,-122.293,1860,10954,"2014","08","14",6021
"",3,1.75,1570,8530,1,0,0,4,7,1190,380,1983,0,98033,47.6881,-122.184,1530,8708,"2014","08","04",6027
"",3,2.5,1870,3485,2,0,0,3,8,1870,0,2001,0,98029,47.5493,-122.004,1940,3485,"2014","11","14",6030
"",4,2.5,2683,40386,2,0,0,4,9,2683,0,1987,0,98052,47.6982,-122.138,2683,34800,"2014","06","12",6031
"",4,2,1700,8640,1,0,0,3,7,850,850,1955,2010,98006,47.5774,-122.153,1620,9000,"2014","07","07",6034
"",5,1.75,1260,4500,1.5,0,0,3,7,1260,0,1926,0,98119,47.6452,-122.369,1410,4388,"2014","06","18",6038
"",2,2,1260,10200,1,0,0,3,7,1020,240,1983,0,98003,47.2593,-122.312,1560,10200,"2014","11","20",6043
"",4,1.75,2100,6613,2,0,0,3,8,2100,0,1909,2004,98116,47.567,-122.385,1630,5750,"2014","10","04",6044
"",4,3.25,4250,18000,2,0,3,5,10,3350,900,1980,0,98040,47.5612,-122.229,3790,14537,"2014","10","27",6046
"",4,2,1830,10416,1,0,0,3,7,1370,460,1958,0,98146,47.4878,-122.341,1830,9271,"2015","03","18",6047
"",4,3.25,3090,9571,2,0,0,3,9,2370,720,2004,0,98052,47.7058,-122.131,3630,9110,"2014","06","24",6049
"",3,1.75,1930,13350,1,0,0,3,8,1930,0,1967,0,98023,47.3317,-122.365,2270,13350,"2015","01","26",6051
"",2,1,1460,6000,1,0,0,2,7,1260,200,1925,0,98115,47.7009,-122.317,1580,6380,"2014","10","28",6052
"",3,3,3460,13129,2,0,0,3,9,2560,900,1988,0,98077,47.7315,-122.058,3460,12568,"2014","09","25",6053
"",5,3.5,3290,5880,2,0,0,3,9,2670,620,2005,0,98052,47.7067,-122.119,3090,5680,"2015","01","02",6054
"",3,1,820,7680,1.5,0,0,3,6,820,0,1910,0,98106,47.528,-122.359,1470,6912,"2014","05","28",6055
"",4,1,1280,10521,1.5,0,0,3,7,1280,0,1960,0,98198,47.4215,-122.289,1540,9384,"2015","02","20",6062
"",9,4.5,3650,5000,2,0,0,3,8,2530,1120,1915,2010,98105,47.6604,-122.289,2510,5000,"2014","08","08",6080
"",4,2.5,2310,3866,2,0,0,3,8,2310,0,2005,0,98029,47.5498,-121.996,1950,4023,"2014","10","17",6081
"",4,2.5,2095,4569,2,0,0,3,9,2095,0,2002,0,98052,47.6603,-122.087,2095,4385,"2015","01","20",6082
"",3,2,2320,10960,1,0,0,3,7,1510,810,1956,0,98005,47.6157,-122.174,2160,10960,"2014","07","10",6088
"",4,2.5,4290,175421,2,0,0,3,10,4290,0,2004,0,98010,47.3585,-121.988,3370,63162,"2014","06","16",6091
"",4,2.5,2830,6536,2,0,0,3,8,2830,0,2003,0,98038,47.3888,-122.032,2830,6872,"2015","05","06",6094
"",3,2.5,3370,167706,1,0,0,3,10,3370,0,2000,0,98038,47.4379,-122.022,3350,213444,"2015","03","06",6096
"",3,2.5,3830,48743,2,0,0,3,11,3830,0,1991,0,98006,47.5663,-122.125,2950,8299,"2014","07","08",6099
"",3,1.5,2240,13288,1,0,0,3,7,2240,0,1953,0,98033,47.6762,-122.17,2150,9900,"2014","07","22",6102
"",2,0.75,1060,48292,1,1,2,5,6,560,500,1947,0,98070,47.4285,-122.511,750,80201,"2014","09","17",6103
"",3,1.5,1840,9990,2,0,0,5,8,1840,0,1961,0,98177,47.7145,-122.369,2100,12474,"2014","06","02",6107
"",4,1.75,2260,11000,1,0,0,3,8,1620,640,1976,0,98008,47.6224,-122.109,1960,10000,"2014","12","01",6108
"",2,1,840,3860,1,0,0,4,6,840,0,1909,0,98117,47.6842,-122.365,1390,3860,"2014","10","27",6109
"",2,2.5,1090,923,2,0,0,3,7,1090,0,2004,0,98027,47.5347,-122.071,1410,1326,"2015","02","18",6116
"",3,2.25,1820,19602,1,0,0,4,7,1820,0,1964,0,98001,47.331,-122.286,1520,8773,"2014","10","28",6118
"",4,2,1370,8100,1,0,0,2,7,1370,0,1947,0,98155,47.749,-122.312,1280,8100,"2015","03","18",6123
"",4,2.25,2370,11310,1,0,0,3,8,1550,820,1968,0,98155,47.7684,-122.289,1890,8621,"2015","04","10",6124
"",2,2.25,1460,1607,2,0,0,3,8,1460,0,2007,0,98106,47.5395,-122.369,1460,1826,"2014","08","19",6128
"",4,3,3250,2760,2.5,0,0,3,8,2420,830,1905,2007,98122,47.6104,-122.303,1260,2780,"2015","04","28",6131
"",3,2.5,2090,7640,1,0,0,3,7,1360,730,1962,2014,98133,47.7369,-122.338,2090,7668,"2014","05","14",6137
"",3,2.5,1570,3143,2,0,0,3,7,1570,0,2001,0,98019,47.7364,-121.969,1740,3591,"2015","02","23",6138
"",2,1,1300,11080,1,0,0,4,7,1300,0,1955,0,98034,47.7281,-122.233,1600,9259,"2015","02","27",6140
"",3,2.5,2110,9773,1,0,0,3,9,2110,0,1986,0,98006,47.5628,-122.115,2560,11787,"2015","03","17",6141
"",3,1.75,1490,6269,1,0,0,4,6,990,500,1944,0,98056,47.4917,-122.188,1490,7722,"2015","04","28",6150
"",3,2,1810,10860,1,0,0,3,7,1810,0,1967,0,98053,47.6393,-121.967,1420,11982,"2014","07","28",6152
"",3,2.5,2320,5760,1,0,0,3,7,1480,840,1987,0,98178,47.504,-122.248,1660,5762,"2014","08","07",6157
"",4,1.75,2190,11625,1,0,0,4,8,2020,170,1956,0,98146,47.4979,-122.363,1920,8855,"2015","04","29",6159
"",4,2.25,2450,21000,1,0,2,4,8,1650,800,1954,0,98166,47.4559,-122.344,1820,12480,"2014","06","20",6163
"",2,1,1510,4032,1.5,0,0,3,8,1310,200,1935,0,98199,47.6371,-122.393,1700,4042,"2014","06","12",6170
"",4,1.5,1440,8680,1.5,0,0,3,7,1440,0,1922,0,98178,47.502,-122.228,1440,9000,"2015","03","18",6172
"",8,2.75,2790,6695,1,0,0,3,7,1470,1320,1977,0,98133,47.7565,-122.331,1760,7624,"2014","07","03",6175
"",3,1.75,1810,21138,1,0,0,4,7,1240,570,1977,0,98058,47.4674,-122.178,1850,12200,"2014","12","01",6183
"",4,1.75,1760,5750,1,0,2,5,7,1070,690,1962,0,98126,47.5521,-122.373,1860,5750,"2014","12","03",6184
"",4,2.5,2500,8540,2,0,0,3,9,2500,0,1990,0,98029,47.5759,-121.994,2560,8475,"2014","07","18",6185
"",2,1,930,6900,1,0,2,3,7,930,0,1952,0,98178,47.506,-122.242,1910,7194,"2014","10","09",6186
"",4,2.5,2940,14071,2,0,0,3,9,2940,0,1986,0,98029,47.5627,-122.018,2670,10982,"2014","12","19",6189
"",3,1.75,2110,4800,1,0,0,3,8,1210,900,1956,0,98108,47.567,-122.318,1660,4800,"2014","10","30",6191
"",4,2.25,2740,11343,1,0,2,5,10,1980,760,1953,0,98125,47.7117,-122.278,2790,10027,"2015","05","01",6192
"",3,2,1680,4886,2,0,0,3,7,1180,500,1940,0,98118,47.5536,-122.286,1400,4900,"2015","04","08",6194
"",4,2.5,2260,13755,1,0,0,4,9,2260,0,1975,0,98042,47.3767,-122.161,2650,13650,"2014","08","12",6195
